4000001,4000002
4000001,4000983
4000001,4000999
4000001,4000444
4000001,4000001
4000001,4006653
4000001,4007432
4000003,4000004
4000005,4000006
4000005,4004025
4000005,4005809
4000005,4003743
4000005,4000005
4000005,4002219
4000005,4014181
4000006,4000006
4000007,4000008
4000007,4012843
4000009,4000010
4000009,4000597
4000009,4001522
4000009,4010574
4000009,4010883
4000009,4013583
4000011,4000012
4000011,4000866
4000011,4001699
4000011,4002646
4000011,4001802
4000011,4001750
4000011,4004135
4000011,4005204
4000011,4005084
4000011,4001194
4000011,4000667
4000011,4006950
4000011,4001935
4000011,4002304
4000011,4009812
4000011,4008280
4000011,4003912
4000011,4008268
4000011,4009828
4000011,4003234
4000011,4005059
4000011,4008049
4000011,4009736
4000011,4005983
4000011,4010926
4000011,4011754
4000011,4001441
4000011,4001684
4000011,4001457
4000011,4004592
4000011,4001323
4000011,4000836
4000011,4002083
4000011,4008125
4000011,4008607
4000011,4012228
4000011,4008252
4000011,4002058
4000011,4002093
4000011,4005183
4000011,4011111
4000011,4014346
4000013,4000014
4000013,4000043
4000013,4000540
4000013,4000805
4000013,4000012
4000013,4001478
4000013,4001501
4000013,4001858
4000013,4002097
4000013,4002485
4000013,4001169
4000013,4003613
4000013,4004378
4000013,4004381
4000013,4000910
4000013,4002556
4000013,4003963
4000013,4002759
4000013,4001782
4000013,4000496
4000013,4004692
4000013,4001624
4000013,4004583
4000013,4001657
4000013,4001114
4000013,4003507
4000013,4001747
4000013,4003515
4000013,4008843
4000013,4008426
4000013,4009504
4000013,4007376
4000013,4002875
4000013,4010113
4000013,4006843
4000013,4003014
4000013,4007990
4000013,4010448
4000013,4004242
4000013,4001323
4000013,4006593
4000013,4001625
4000013,4002470
4000013,4000257
4000013,4003991
4000013,4007115
4000013,4000708
4000013,4007117
4000013,4004802
4000013,4006663
4000013,4006654
4000013,4012103
4000013,4007108
4000013,4004732
4000013,4008636
4000013,4002567
4000013,4012184
4000013,4001151
4000013,4010774
4000013,4004218
4000013,4006565
4000013,4007650
4000013,4001476
4000013,4011068
4000013,4003105
4000013,4000181
4000013,4001214
4000013,4000201
4000013,4001272
4000013,4007825
4000013,4001924
4000013,4000269
4000013,4004435
4000013,4000425
4000013,4003369
4000013,4002616
4000013,4002007
4000014,4000597
4000015,4000016
4000015,4000061
4000015,4000091
4000015,4000152
4000015,4000299
4000015,4000485
4000015,4000671
4000015,4000701
4000015,4000802
4000015,4000206
4000015,4000930
4000015,4001241
4000015,4001329
4000015,4001586
4000015,4001613
4000015,4001632
4000015,4000821
4000015,4000139
4000015,4001859
4000015,4001892
4000015,4001938
4000015,4001948
4000015,4001962
4000015,4000782
4000015,4002286
4000015,4000836
4000015,4000145
4000015,4002160
4000015,4002715
4000015,4001848
4000015,4003290
4000015,4003400
4000015,4003415
4000015,4003432
4000015,4003663
4000015,4001889
4000015,4002604
4000015,4004505
4000015,4004551
4000015,4004586
4000015,4004615
4000015,4004668
4000015,4004401
4000015,4004543
4000015,4004421
4000015,4005004
4000015,4005024
4000015,4005239
4000015,4001314
4000015,4005086
4000015,4000173
4000015,4001527
4000015,4001764
4000015,4001630
4000015,4000778
4000015,4002826
4000015,4005732
4000015,4005795
4000015,4004309
4000015,4006046
4000015,4000255
4000015,4006213
4000015,4006234
4000015,4002562
4000015,4006429
4000015,4000602
4000015,4006521
4000015,4001235
4000015,4005090
4000015,4004609
4000015,4000866
4000015,4000832
4000015,4006773
4000015,4002364
4000015,4006940
4000015,4006953
4000015,4000239
4000015,4007091
4000015,4004474
4000015,4007150
4000015,4007190
4000015,4003980
4000015,4007556
4000015,4007683
4000015,4005678
4000015,4007821
4000015,4007971
4000015,4007875
4000015,4008485
4000015,4007562
4000015,4005763
4000015,4003413
4000015,4007712
4000015,4007485
4000015,4009617
4000015,4004293
4000015,4008220
4000015,4000419
4000015,4007410
4000015,4009946
4000015,4009951
4000015,4009982
4000015,4010061
4000015,4003172
4000015,4000276
4000015,4002783
4000015,4005739
4000015,4003676
4000015,4010356
4000015,4007582
4000015,4005733
4000015,4005972
4000015,4005447
4000015,4010576
4000015,4010643
4000015,4003932
4000015,4005211
4000015,4010694
4000015,4010700
4000015,4000635
4000015,4010741
4000015,4010825
4000015,4005478
4000015,4004392
4000015,4010886
4000015,4000053
4000015,4005518
4000015,4001099
4000015,4004951
4000015,4000401
4000015,4001053
4000015,4011231
4000015,4011235
4000015,4002048
4000015,4000927
4000015,4010317
4000015,4006629
4000015,4004088
4000015,4011381
4000015,4010220
4000015,4007531
4000015,4011416
4000015,4011510
4000015,4011574
4000015,4010337
4000015,4004509
4000015,4000039
4000015,4001441
4000015,4010543
4000015,4011748
4000015,4001920
4000015,4007193
4000015,4001324
4000015,4011878
4000015,4001408
4000015,4012004
4000015,4012072
4000015,4012110
4000015,4001285
4000015,4012119
4000015,4000058
4000015,4004771
4000015,4007174
4000015,4005292
4000015,4000785
4000015,4010480
4000015,4000567
4000015,4009657
4000015,4012407
4000015,4002463
4000015,4001855
4000015,4006711
4000015,4006680
4000015,4000960
4000015,4002171
4000015,4001802
4000015,4010959
4000015,4011194
4000015,4012694
4000015,4000054
4000015,4001415
4000015,4012741
4000015,4012827
4000015,4007201
4000015,4012844
4000015,4012963
4000015,4012974
4000015,4004840
4000015,4011436
4000015,4011420
4000015,4008345
4000015,4004181
4000015,4001550
4000015,4002360
4000015,4011111
4000015,4011252
4000015,4013300
4000015,4001498
4000015,4006388
4000015,4013348
4000015,4000326
4000015,4010839
4000015,4013478
4000015,4012175
4000015,4000994
4000015,4013537
4000015,4006499
4000015,4002338
4000015,4013211
4000015,4004690
4000015,4010900
4000015,4013683
4000015,4012076
4000015,4004625
4000015,4001249
4000015,4012534
4000015,4013861
4000015,4004393
4000015,4012786
4000015,4006908
4000015,4002103
4000015,4000597
4000015,4004334
4000015,4013959
4000015,4000409
4000015,4002605
4000015,4000271
4000015,4007184
4000015,4010861
4000015,4011044
4000015,4007169
4000015,4000907
4000015,4014254
4000015,4013260
4000015,4014276
4000015,4006799
4000015,4002254
4000015,4011495
4000015,4014450
4000015,4005426
4000015,4014491
4000017,4000018
4000017,4000058
4000017,4000345
4000017,4000672
4000017,4000717
4000017,4000905
4000017,4000983
4000017,4001757
4000017,4003614
4000017,4000444
4000017,4004794
4000017,4000493
4000017,4003966
4000017,4005979
4000017,4006168
4000017,4001856
4000017,4006794
4000017,4001866
4000017,4001448
4000017,4005036
4000017,4007391
